Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,SKU,Category,Sub-Category,Product Name,Sales,Quantity,Unit Price
2958,US-CN-2015-320026,3/1/2015,3/4/2015,Standard Class,EH-13945,Eric Hoffmann,Consumer,United States,Houston,Texas,77041,Central,ACC-BELT-1000-252,Accessories,Belts,Bow Loop Belt Rosy Cheeks,194.17,4,49
2959,US-CN-2015-854293,3/1/2015,3/4/2015,Standard Class,EH-13945,Eric Hoffmann,Consumer,United States,Houston,Texas,77041,Central,BAG-SHO-1000-474,Handbags,Shoulder Bag,Soft Fleming Black,1779.27,4,449
2960,US-SB-2015-458454,3/1/2015,3/4/2015,Standard Class,NP-18685,Nora Pelletier,Small Business,United States,Niagara Falls,New York,14304,East,ACC-FRA-1000-467,Accessories,Fragrance,Bloom Blush,2948.28,12,248
2961,US-SB-2015-564410,3/2/2015,3/4/2015,Second Class,ST-20530,Shui Tom,Small Business,United States,Macon,Georgia,31204,South,BAG-SHO-1000-414,Handbags,Shoulder Bag,Soft Fleming Norwood,5606.84,12,449
2962,US-CN-2015-479740,3/2/2015,3/4/2015,Second Class,DH-13075,Dave Hallsten,Consumer,United States,Los Angeles,California,90045,West,ACC-WAT-1000-330,Small Leather,Wallets,Wallet on Chain,1866.87,6,299
2963,US-CN-2015-750346,3/2/2015,3/4/2015,Second Class,DH-13075,Dave Hallsten,Consumer,United States,Los Angeles,California,90045,West,BAG-SHO-1000-266,Handbags,Shoulder Bag,Soft Fleming Shell Pink,4205.13,9,449
2964,US-CN-2015-423788,3/2/2015,3/5/2015,Standard Class,RP-19390,Resi Pölking,Consumer,United States,Philadelphia,Pennsylvania,19120,East,ACC-SCA-1000-307,Accessories,Scarves,Striped Traveler,430.82,6,69
2965,US-CN-2015-292456,3/2/2015,3/3/2015,First Class,CM-12715,Craig Molinari,Consumer,United States,Houston,Texas,77070,Central,ACC-FRA-1000-467,Accessories,Fragrance,Bloom Blush,1548.44,6,248
2966,US-SB-2015-354816,3/2/2015,3/3/2015,First Class,CM-12715,Craig Molinari,Small Business,United States,Houston,Texas,77070,Central,BAG-CRO-1000-381,Handbags,Cross Body Bag,Nylon Printed Crossbody,7211.47,19,385
2967,US-SB-2015-310554,3/2/2015,3/3/2015,First Class,TP-21565,Tracy Poddar,Small Business,United States,Coppell,Texas,75019,Central,ACC-WAT-1000-441,Small Leather,Wallets,Color Block Media,1610.87,12,129
2968,US-SB-2015-258311,3/3/2015,3/6/2015,Standard Class,DK-13090,Dave Kipp,Small Business,United States,Seattle,Washington,98103,West,BAG-TOT-1000-301,Handbags,Tote,Triple Compartment Tote Sand,32053.38,80,399
2969,US-SB-2015-834654,3/3/2015,3/6/2015,Standard Class,PA-19060,Pete Armstrong,Small Business,United States,Richmond,Indiana,47374,Central,ACC-FRA-1000-467,Accessories,Fragrance,Bloom Blush,6640.97,27,248
2970,US-SB-2015-381379,3/3/2015,3/6/2015,Standard Class,PA-19060,Pete Armstrong,Small Business,United States,Richmond,Indiana,47374,Central,ACC-HAT-1000-487,Accessories,Hats,Sunhat,6266.07,161,39
2971,US-SB-2015-878996,3/4/2015,3/7/2015,Standard Class,NP-18685,Nora Pelletier,Small Business,United States,Niagara Falls,New York,14304,East,BAG-SHO-1000-414,Handbags,Shoulder Bag,Soft Fleming Norwood,8922.24,20,449
2972,US-SB-2015-453545,3/4/2015,3/5/2015,First Class,TT-21265,Tim Taslimi,Small Business,United States,Indianapolis,Indiana,46203,Central,ACC-SCA-1000-307,Accessories,Scarves,Striped Traveler,1371.12,20,69
2973,US-SB-2015-143920,3/4/2015,3/5/2015,First Class,LT-17110,Liz Thompson,Small Business,United States,Jacksonville,North Carolina,28540,South,ACC-FRA-1000-398,Accessories,Fragrance,Colorfully Luxe,1430.74,13,108
2974,US-SB-2015-244765,3/4/2015,3/7/2015,Standard Class,ND-18370,Natalie DeCherney,Small Business,United States,Long Beach,New York,11561,East,ACC-SCA-1000-307,Accessories,Scarves,Striped Traveler,914.08,13,69
2975,US-SB-2015-545732,3/4/2015,3/7/2015,Standard Class,ND-18370,Natalie DeCherney,Small Business,United States,Long Beach,New York,11561,East,ACC-BELT-1000-156,Accessories,Belts,Bow Loop Belt Black,1622.83,33,49
2976,US-SB-2015-743316,3/4/2015,3/7/2015,Standard Class,JM-15265,Janet Molinari,Small Business,United States,Seattle,Washington,98115,West,BAG-MINI-1000-461,Handbags,Mini Bags,Perry Mini Bag Lemon Drop,2636.27,13,199
2977,US-SB-2015-243111,3/4/2015,3/7/2015,Standard Class,NP-18670,Nora Paige,Small Business,United States,Edmond,Oklahoma,73034,Central,ACC-MB-1000-200,Accessories,Makeup Bags,Fleming Small Makeup Bag Multi Color,649.13,13,49
2978,US-SB-2015-816558,3/4/2015,3/7/2015,Standard Class,NP-18670,Nora Paige,Small Business,United States,Edmond,Oklahoma,73034,Central,ACC-WAT-1000-441,Small Leather,Wallets,Color Block Media,5981.28,46,129
2979,US-SB-2015-278698,3/4/2015,3/6/2015,Second Class,NZ-18565,Nick Zandusky,Small Business,United States,Columbus,Ohio,43229,East,ACC-KCH-1000-372,Accessories,Keychains,Legacy Logo Metal Keychain,1808.29,46,39
2980,US-SB-2015-823469,3/4/2015,3/6/2015,Second Class,NZ-18565,Nick Zandusky,Small Business,United States,Columbus,Ohio,43229,East,ACC-MB-1000-457,Accessories,Makeup Bags,Printed Nylon Cosmetic Case,2596.52,53,49
2981,US-SB-2015-521640,3/4/2015,3/6/2015,Second Class,NZ-18565,Nick Zandusky,Small Business,United States,Columbus,Ohio,43229,East,SL-CLT-1000-354,Small Leather,Clutches,Miller Clutch Lemon Drop,2636.27,13,199
2982,US-SB-2015-657628,3/4/2015,3/6/2015,Second Class,NZ-18565,Nick Zandusky,Small Business,United States,Columbus,Ohio,43229,East,BAG-CRO-1000-216,Handbags,Cross Body Bag,Flap Crossbody Red Apple,8922.24,20,449
2983,US-SB-2015-506344,3/4/2015,3/5/2015,First Class,AG-10390,Allen Goldenen,Small Business,United States,Cincinnati,Ohio,45231,East,ACC-BELT-1000-252,Accessories,Belts,Bow Loop Belt Rosy Cheeks,973.7,20,49
2984,US-CN-2015-868785,3/5/2015,3/6/2015,First Class,AG-10390,Allen Goldenen,Consumer,United States,Cincinnati,Ohio,45231,East,BAG-SHO-1000-266,Handbags,Shoulder Bag,Soft Fleming Shell Pink,3036.26,7,449
2985,US-SB-2015-538910,3/5/2015,3/6/2015,First Class,AG-10390,Allen Goldenen,Small Business,United States,Cincinnati,Ohio,45231,East,BAG-TOT-1000-301,Handbags,Tote,Triple Compartment Tote Sand,4047.22,10,399
2986,US-SB-2015-556424,3/5/2015,3/8/2015,Standard Class,DW-13195,David Wiener,Small Business,United States,Houston,Texas,77095,Central,BAG-SHO-1000-183,Handbags,Shoulder Bag,Soft Fleming Navy,7590.65,17,449
2987,US-SB-2015-364575,3/5/2015,3/8/2015,Standard Class,DW-13195,David Wiener,Small Business,United States,Houston,Texas,77095,Central,ACC-WAT-1000-110,Small Leather,Wallets,Wristlet Perry Lemon Drop,2840.15,24,120
2988,US-SB-2015-560952,3/5/2015,3/8/2015,Standard Class,DW-13195,David Wiener,Small Business,United States,Houston,Texas,77095,Central,BAG-MINI-1000-356,Handbags,Mini Bags,Perry Mini Bag Bright Indigo,2018.54,10,199
2989,US-CN-2015-655453,3/5/2015,3/8/2015,Standard Class,BF-10975,Barbara Fisher,Consumer,United States,Columbus,Indiana,47201,Central,ACC-BELT-1000-156,Accessories,Belts,Bow Loop Belt Black,331.35,7,49
2990,US-SB-2015-577948,3/5/2015,3/8/2015,Standard Class,BF-10975,Barbara Fisher,Small Business,United States,Columbus,Indiana,47201,Central,ACC-BELT-1000-252,Accessories,Belts,Bow Loop Belt Rosy Cheeks,497.03,10,49
2991,US-CN-2015-591862,3/5/2015,3/8/2015,Standard Class,BF-10975,Barbara Fisher,Consumer,United States,Columbus,Indiana,47201,Central,BAG-TOT-1000-324,Handbags,Tote,Triple Compartment Tote Silver Maple,1349.07,3,399
2992,US-CN-2015-294694,3/5/2015,3/8/2015,Standard Class,EH-13990,Erica Hackney,Consumer,United States,Houston,Texas,77041,Central,ACC-WAT-1000-330,Small Leather,Wallets,Wallet on Chain,1010.96,3,299
2993,US-SB-2015-787675,3/5/2015,3/8/2015,Standard Class,MC-17605,Matt Connell,Small Business,United States,Los Angeles,California,90004,West,ACC-SCA-1000-273,Accessories,Scarves,Milti-Logo Oversized,2799.58,41,69
2994,US-SB-2015-571126,3/5/2015,3/8/2015,Standard Class,SJ-20500,Shirley Jackson,Small Business,United States,Newark,Delaware,19711,East,BAG-TOT-1000-144,Handbags,Tote,Triple Compartment Tote Cardamom,4047.22,10,399
2995,US-CN-2015-288943,3/5/2015,3/8/2015,Standard Class,FA-14230,Frank Atkinson,Consumer,United States,Orlando,Florida,32839,South,BAG-CRO-1000-216,Handbags,Cross Body Bag,Flap Crossbody Red Apple,3036.26,7,449
2996,US-SB-2015-824400,3/5/2015,3/8/2015,Standard Class,FA-14230,Frank Atkinson,Small Business,United States,Orlando,Florida,32839,South,ACC-WAT-1000-239,Accessories,Watches,Quilted Leather Watch,3364.23,17,199
2997,US-CN-2015-207888,3/6/2015,3/6/2015,Same Day,LF-17185,Luke Foster,Consumer,United States,New York City,New York,10011,East,ACC-HAT-1000-487,Accessories,Hats,Sunhat,265.81,7,39
2998,US-SB-2015-544009,3/6/2015,3/6/2015,Same Day,LF-17185,Luke Foster,Small Business,United States,New York City,New York,10011,East,BAG-SHO-1000-414,Handbags,Shoulder Bag,Soft Fleming Norwood,7140.48,16,449
2999,US-CN-2015-222200,3/6/2015,3/6/2015,Same Day,LF-17185,Luke Foster,Consumer,United States,New York City,New York,10011,East,BAG-CRO-1000-216,Handbags,Cross Body Bag,Flap Crossbody Red Apple,4080.28,9,449
3000,US-CN-2015-272432,3/6/2015,3/9/2015,Standard Class,SF-20200,Sarah Foster,Consumer,United States,New Castle,Indiana,47362,Central,ACC-WAT-1000-110,Small Leather,Wallets,Wristlet Perry Lemon Drop,545.25,5,120
3001,US-SB-2015-337051,3/6/2015,3/9/2015,Standard Class,SF-20200,Sarah Foster,Small Business,United States,New Castle,Indiana,47362,Central,ACC-SCA-1000-197,Accessories,Scarves,Silk Square,1097.31,16,69
3002,US-SB-2015-684299,3/6/2015,3/9/2015,Standard Class,KN-16390,Katherine Nockton,Small Business,United States,Philadelphia,Pennsylvania,19120,East,ACC-WAT-1000-355,Small Leather,Wallets,Wristlet Perry Navy,1908.37,16,120
3003,US-CN-2015-122389,3/6/2015,3/9/2015,Standard Class,KN-16390,Katherine Nockton,Consumer,United States,Philadelphia,Pennsylvania,19120,East,SL-CLT-1000-418,Small Leather,Clutches,Drawstring Bag Qulted,452.1,2,199
3004,US-CN-2015-155085,3/6/2015,3/9/2015,Standard Class,KN-16390,Katherine Nockton,Consumer,United States,Philadelphia,Pennsylvania,19120,East,BAG-SHO-1000-266,Handbags,Shoulder Bag,Soft Fleming Shell Pink,3060.21,7,449
3005,US-CN-2015-613281,3/6/2015,3/8/2015,Second Class,AH-10195,Alan Haines,Consumer,United States,Bethlehem,Pennsylvania,18018,East,BAG-SHO-1000-266,Handbags,Shoulder Bag,Soft Fleming Shell Pink,2040.14,5,449
3006,US-CN-2015-357932,3/6/2015,3/8/2015,Second Class,AH-10195,Alan Haines,Consumer,United States,Bethlehem,Pennsylvania,18018,East,BAG-MINI-1000-356,Handbags,Mini Bags,Perry Mini Bag Bright Indigo,904.2,5,199
3007,US-CN-2015-798731,3/6/2015,3/9/2015,Standard Class,MV-18190,Mike Vittorini,Consumer,United States,Houston,Texas,77036,Central,ACC-WAT-1000-355,Small Leather,Wallets,Wristlet Perry Navy,545.25,5,120
3008,US-SB-2015-194360,3/6/2015,3/9/2015,Standard Class,JJ-15445,Jennifer Jackson,Small Business,United States,Chicago,Illinois,60623,Central,ACC-KCH-1000-372,Accessories,Keychains,Legacy Logo Metal Keychain,531.62,14,39
3009,US-CN-2015-573039,3/6/2015,3/8/2015,Second Class,MS-17365,Maribeth Schnelling,Consumer,United States,Chicago,Illinois,60653,Central,BAG-TOT-1000-301,Handbags,Tote,Triple Compartment Tote Sand,1812.95,5,399
3010,US-CN-2015-190428,3/6/2015,3/8/2015,Second Class,MS-17365,Maribeth Schnelling,Consumer,United States,Chicago,Illinois,60653,Central,BAG-MINI-1000-487,Handbags,Mini Bags,Perry Mini Bag Coral Pink,904.2,5,199
3011,US-SB-2015-289243,3/6/2015,3/8/2015,Second Class,MS-17365,Maribeth Schnelling,Small Business,United States,Chicago,Illinois,60653,Central,ACC-SCA-1000-322,Accessories,Scarves,Jacquard,783.79,11,69
3012,US-CN-2015-744722,3/6/2015,3/8/2015,Second Class,MS-17365,Maribeth Schnelling,Consumer,United States,Chicago,Illinois,60653,Central,ACC-WAT-1000-239,Accessories,Watches,Quilted Leather Watch,904.2,5,199
3013,US-SB-2015-600915,3/7/2015,3/10/2015,Standard Class,JL-15850,John Lucas,Small Business,United States,San Francisco,California,94122,West,BAG-MINI-1000-365,Handbags,Mini Bags,Perry Mini Bag Navy,25587.29,129,199
3014,US-SB-2015-562011,3/7/2015,3/10/2015,Standard Class,JL-15850,John Lucas,Small Business,United States,San Francisco,California,94122,West,SL-PCH-1000-283,Small Leather,Pouches,Stripe Large Pouch,3636.96,37,99
3015,US-SB-2015-417106,3/8/2015,3/9/2015,First Class,EM-14140,Eugene Moren,Small Business,United States,Newark,Delaware,19711,East,SL-CLT-1000-418,Small Leather,Clutches,Drawstring Bag Qulted,5782.58,29,199
3016,US-SB-2015-501043,3/8/2015,3/9/2015,First Class,EM-14140,Eugene Moren,Small Business,United States,Newark,Delaware,19711,East,BAG-TOT-1000-324,Handbags,Tote,Triple Compartment Tote Silver Maple,7729.48,19,399
3017,US-SB-2015-847326,3/8/2015,3/9/2015,First Class,EM-14140,Eugene Moren,Small Business,United States,Newark,Delaware,19711,East,BAG-TOT-1000-144,Handbags,Tote,Triple Compartment Tote Cardamom,7729.48,19,399
3018,US-SB-2015-366429,3/8/2015,3/9/2015,First Class,EM-14140,Eugene Moren,Small Business,United States,Newark,Delaware,19711,East,ACC-WAT-1000-136,Small Leather,Wallets,Wristlet Perry Coral Pink,3486.98,29,120
3019,US-CN-2015-771015,3/9/2015,3/12/2015,Standard Class,DK-12895,Dana Kaydos,Consumer,United States,Kenosha,Wisconsin,53142,Central,BAG-CRO-1000-216,Handbags,Cross Body Bag,Flap Crossbody Red Apple,3916.59,9,449
3020,US-SB-2015-127342,3/9/2015,3/12/2015,Standard Class,DK-12895,Dana Kaydos,Small Business,United States,Kenosha,Wisconsin,53142,Central,BAG-SHO-1000-414,Handbags,Shoulder Bag,Soft Fleming Norwood,9138.72,20,449
3021,US-SB-2015-669835,3/9/2015,3/12/2015,Standard Class,DK-12895,Dana Kaydos,Small Business,United States,Kenosha,Wisconsin,53142,Central,ACC-WAT-1000-355,Small Leather,Wallets,Wristlet Perry Navy,1744.58,15,120
3022,US-CN-2015-840077,3/9/2015,3/12/2015,Standard Class,DK-12895,Dana Kaydos,Consumer,United States,Kenosha,Wisconsin,53142,Central,ACC-FRA-1000-398,Accessories,Fragrance,Colorfully Luxe,314.03,3,108
3023,US-SB-2015-794548,3/9/2015,3/12/2015,Standard Class,DK-12895,Dana Kaydos,Small Business,United States,Kenosha,Wisconsin,53142,Central,BAG-MINI-1000-487,Handbags,Mini Bags,Perry Mini Bag Coral Pink,3471.72,17,199
3024,US-CN-2015-820901,3/9/2015,3/12/2015,Standard Class,AR-10825,Anthony Rawles,Consumer,United States,Long Beach,New York,11561,East,ACC-BELT-1000-156,Accessories,Belts,Bow Loop Belt Black,427.42,9,49
3025,US-CN-2015-382375,3/9/2015,3/10/2015,First Class,FC-14335,Fred Chung,Consumer,United States,Pueblo,Colorado,81001,West,ACC-FRA-1000-467,Accessories,Fragrance,Bloom Blush,721.1,3,248
3026,US-CN-2015-325903,3/9/2015,3/12/2015,Standard Class,FO-14305,Frank Olsen,Consumer,United States,Chicago,Illinois,60623,Central,SL-CLT-1000-321,Small Leather,Clutches,Petite Lee,1735.86,9,199
3027,US-SB-2015-511378,3/10/2015,3/11/2015,First Class,NS-18640,Noel Staavos,Small Business,United States,San Antonio,Texas,78207,Central,SL-CLT-1000-321,Small Leather,Clutches,Petite Lee,29404.92,148,199
3028,US-SB-2015-607365,3/10/2015,3/11/2015,First Class,NS-18640,Noel Staavos,Small Business,United States,San Antonio,Texas,78207,Central,ACC-WAT-1000-136,Small Leather,Wallets,Wristlet Perry Coral Pink,10638.97,89,120
3029,US-SB-2015-160708,3/10/2015,3/12/2015,Second Class,TG-21310,Toby Gnade,Small Business,United States,Raleigh,North Carolina,27604,South,ACC-MB-1000-200,Accessories,Makeup Bags,Fleming Small Makeup Bag Multi Color,2896.16,59,49
3030,US-SB-2015-294261,3/11/2015,3/11/2015,Same Day,TS-21340,Toby Swindell,Small Business,United States,Houston,Texas,77041,Central,SL-CLT-1000-418,Small Leather,Clutches,Drawstring Bag Qulted,5509.03,28,199
3031,US-SB-2015-279921,3/11/2015,3/11/2015,Same Day,KB-16585,Ken Black,Small Business,United States,Clinton,Maryland,20735,East,BAG-TOT-1000-324,Handbags,Tote,Triple Compartment Tote Silver Maple,33137.24,83,399
3032,US-SB-2015-101931,3/12/2015,3/15/2015,Standard Class,FA-14230,Frank Atkinson,Small Business,United States,Orlando,Florida,32839,South,ACC-WAT-1000-110,Small Leather,Wallets,Wristlet Perry Lemon Drop,3209.85,27,120
3033,US-SB-2015-826818,3/12/2015,3/15/2015,Standard Class,BM-11575,Brendan Murry,Small Business,United States,Montebello,California,90640,West,SL-CLT-1000-321,Small Leather,Clutches,Petite Lee,2661.5,13,199
3034,US-SB-2015-154901,3/12/2015,3/15/2015,Standard Class,JH-16180,Justin Hirsh,Small Business,United States,Gresham,Oregon,97030,West,BAG-SHO-1000-414,Handbags,Shoulder Bag,Soft Fleming Norwood,12010.2,27,449
3035,US-SB-2015-213733,3/12/2015,3/14/2015,Second Class,DM-13345,Denise Monton,Small Business,United States,Des Moines,Iowa,50315,Central,ACC-BELT-1000-252,Accessories,Belts,Bow Loop Belt Rosy Cheeks,2293.71,47,49
3036,US-SB-2015-296996,3/12/2015,3/14/2015,Second Class,DM-13345,Denise Monton,Small Business,United States,Des Moines,Iowa,50315,Central,ACC-WAT-1000-355,Small Leather,Wallets,Wristlet Perry Navy,2407.39,20,120
3037,US-SB-2015-349565,3/12/2015,3/15/2015,Standard Class,CK-12205,Chloris Kastensmidt,Small Business,United States,Columbus,Ohio,43229,East,SL-CH-1000-305,Small Leather,Card Holders,Swing Flora Card Holder,2761.81,47,59
3038,US-SB-2015-277127,3/12/2015,3/15/2015,Standard Class,CK-12205,Chloris Kastensmidt,Small Business,United States,Columbus,Ohio,43229,East,BAG-SHO-1000-183,Handbags,Shoulder Bag,Soft Fleming Navy,9007.65,20,449
3039,US-SB-2015-834756,3/13/2015,3/16/2015,Standard Class,EB-13750,Edward Becker,Small Business,United States,Plantation,Florida,33317,South,ACC-HAT-1000-487,Accessories,Hats,Sunhat,1874.63,48,39
3040,US-SB-2015-832347,3/13/2015,3/16/2015,Standard Class,EB-13750,Edward Becker,Small Business,United States,Plantation,Florida,33317,South,BAG-MINI-1000-356,Handbags,Mini Bags,Perry Mini Bag Bright Indigo,12753.91,64,199
3041,US-SB-2015-875369,3/13/2015,3/16/2015,Standard Class,EB-13750,Edward Becker,Small Business,United States,Plantation,Florida,33317,South,BAG-MINI-1000-487,Handbags,Mini Bags,Perry Mini Bag Coral Pink,9565.43,48,199
3042,US-SB-2015-218574,3/13/2015,3/16/2015,Standard Class,EB-14170,Evan Bailliet,Small Business,United States,Charlotte,North Carolina,28205,South,ACC-MB-1000-457,Accessories,Makeup Bags,Printed Nylon Cosmetic Case,1570.21,32,49
3043,US-SB-2015-168871,3/14/2015,3/15/2015,First Class,MC-17275,Marc Crier,Small Business,United States,Seattle,Washington,98103,West,BAG-CRO-1000-355,Handbags,Cross Body Bag,Miller Crossbody Off White,5320.84,13,399
3044,US-SB-2015-250395,3/14/2015,3/16/2015,Second Class,NF-18595,Nicole Fjeld,Small Business,United States,Chico,California,95928,West,BAG-SHO-1000-183,Handbags,Shoulder Bag,Soft Fleming Navy,11975.22,27,449
3045,US-SB-2015-875488,3/14/2015,3/16/2015,Second Class,NF-18595,Nicole Fjeld,Small Business,United States,Chico,California,95928,West,BAG-MINI-1000-461,Handbags,Mini Bags,Perry Mini Bag Lemon Drop,10615.01,53,199
3046,US-SB-2015-398076,3/15/2015,3/18/2015,Standard Class,EP-13915,Emily Phan,Small Business,United States,Dover,New Hampshire,3820,East,ACC-MB-1000-268,Accessories,Makeup Bags,Fleming Quilted Nylon Cosmetic Case,7232.8,148,49
3047,US-SB-2015-807043,3/15/2015,3/18/2015,Standard Class,EP-13915,Emily Phan,Small Business,United States,Dover,New Hampshire,3820,East,SL-PCH-1000-280,Small Leather,Pouches,Classic Pencil Pouch,10959.9,111,99
3048,US-SB-2015-731943,3/15/2015,3/18/2015,Standard Class,AI-10855,Arianne Irving,Small Business,United States,Roseville,California,95661,West,ACC-BELT-1000-156,Accessories,Belts,Bow Loop Belt Black,5424.6,111,49
3049,US-SB-2015-183976,3/16/2015,3/19/2015,Standard Class,KS-16300,Karen Seio,Small Business,United States,Lehi,Utah,84043,West,ACC-WAT-1000-223,Small Leather,Wallets,Wristlet Perry Indigo,20942.46,175,120
3050,US-CN-2015-891900,3/17/2015,3/20/2015,Standard Class,CM-12385,Christopher Martinez,Consumer,United States,Atlanta,Georgia,30318,South,ACC-FRA-1000-467,Accessories,Fragrance,Bloom Blush,2406.73,10,248
3051,US-SB-2015-697089,3/17/2015,3/20/2015,Standard Class,CM-12385,Christopher Martinez,Small Business,United States,Atlanta,Georgia,30318,South,ACC-FRA-1000-398,Accessories,Fragrance,Colorfully Luxe,3144.28,29,108
3052,US-SB-2015-527638,3/17/2015,3/20/2015,Standard Class,CM-12385,Christopher Martinez,Small Business,United States,Atlanta,Georgia,30318,South,BAG-CRO-1000-216,Handbags,Cross Body Bag,Flap Crossbody Red Apple,13072.06,29,449
3053,US-SB-2015-336394,3/17/2015,3/20/2015,Standard Class,CM-12385,Christopher Martinez,Small Business,United States,Atlanta,Georgia,30318,South,SL-PCH-1000-283,Small Leather,Pouches,Stripe Large Pouch,4803.76,49,99
3054,US-SB-2015-294876,3/17/2015,3/19/2015,Second Class,JE-15475,Jeremy Ellison,Small Business,United States,Seattle,Washington,98103,West,BAG-TOT-1000-301,Handbags,Tote,Triple Compartment Tote Sand,7744.25,19,399
3055,US-CN-2015-253450,3/17/2015,3/20/2015,Standard Class,MF-18250,Monica Federle,Consumer,United States,Los Angeles,California,90036,West,BAG-MINI-1000-365,Handbags,Mini Bags,Perry Mini Bag Navy,1931.21,10,199
3056,US-SB-2015-634961,3/17/2015,3/20/2015,Standard Class,MS-17980,Michael Stewart,Small Business,United States,New York City,New York,10009,East,ACC-WAT-1000-441,Small Leather,Wallets,Color Block Media,2503.78,19,129
3057,US-SB-2015-401311,3/17/2015,3/19/2015,Second Class,MS-17710,Maurice Satty,Small Business,United States,Auburn,Alabama,36830,South,ACC-MB-1000-200,Accessories,Makeup Bags,Fleming Small Makeup Bag Multi Color,2377.62,49,49
3058,US-SB-2015-418305,3/17/2015,3/19/2015,Second Class,MS-17710,Maurice Satty,Small Business,United States,Auburn,Alabama,36830,South,ACC-HAT-1000-487,Accessories,Hats,Sunhat,756.96,19,39
3059,US-SB-2015-748394,3/17/2015,3/19/2015,Second Class,JK-15640,Jim Kriz,Small Business,United States,New York City,New York,10009,East,ACC-FRA-1000-398,Accessories,Fragrance,Colorfully Luxe,3144.28,29,108
3060,US-SB-2015-778811,3/18/2015,3/20/2015,Second Class,HR-14830,Harold Ryan,Small Business,United States,New York City,New York,10009,East,SL-CLT-1000-321,Small Leather,Clutches,Petite Lee,12565.48,63,199
3061,US-SB-2015-626974,3/18/2015,3/20/2015,Second Class,HR-14830,Harold Ryan,Small Business,United States,New York City,New York,10009,East,ACC-WAT-1000-265,Accessories,Watches,Hollis Leather Watch,25130.96,126,199
3062,US-SB-2015-555539,3/19/2015,3/22/2015,Standard Class,CK-12205,Chloris Kastensmidt,Small Business,United States,Columbus,Ohio,43229,East,BAG-MINI-1000-365,Handbags,Mini Bags,Perry Mini Bag Navy,4281.73,22,199
3063,US-CN-2015-212500,3/19/2015,3/22/2015,Standard Class,RD-19720,Roger Demir,Consumer,United States,Chicago,Illinois,60610,Central,ACC-BELT-1000-156,Accessories,Belts,Bow Loop Belt Black,351.43,7,49
3064,US-SB-2015-264715,3/19/2015,3/22/2015,Standard Class,RD-19720,Roger Demir,Small Business,United States,Chicago,Illinois,60610,Central,BAG-TOT-1000-144,Handbags,Tote,Triple Compartment Tote Cardamom,5723.32,14,399
3065,US-SB-2015-838888,3/19/2015,3/22/2015,Standard Class,RD-19720,Roger Demir,Small Business,United States,Chicago,Illinois,60610,Central,SL-CLT-1000-209,Small Leather,Clutches,Miller Clutch Black,4281.73,22,199
3066,US-SB-2015-310027,3/19/2015,3/22/2015,Standard Class,MV-18190,Mike Vittorini,Small Business,United States,New York City,New York,10035,East,ACC-BELT-1000-156,Accessories,Belts,Bow Loop Belt Black,702.86,14,49
3067,US-SB-2015-321379,3/19/2015,3/19/2015,Same Day,JK-16120,Julie Kriz,Small Business,United States,New York City,New York,10009,East,BAG-CRO-1000-381,Handbags,Cross Body Bag,Nylon Printed Crossbody,5522.5,14,385
3068,US-SB-2015-302466,3/19/2015,3/22/2015,Standard Class,TH-21235,Tiffany House,Small Business,United States,Los Angeles,California,90049,West,ACC-BELT-1000-252,Accessories,Belts,Bow Loop Belt Rosy Cheeks,1757.16,36,49
3069,US-SB-2015-407615,3/19/2015,3/22/2015,Standard Class,TB-21355,Todd Boyes,Small Business,United States,New York City,New York,10009,East,BAG-MINI-1000-461,Handbags,Mini Bags,Perry Mini Bag Lemon Drop,2854.49,14,199
3070,US-SB-2015-413909,3/19/2015,3/22/2015,Standard Class,TB-21355,Todd Boyes,Small Business,United States,New York City,New York,10009,East,SL-CLT-1000-321,Small Leather,Clutches,Petite Lee,5708.97,29,199
3071,US-SB-2015-512559,3/19/2015,3/22/2015,Standard Class,TB-21355,Todd Boyes,Small Business,United States,New York City,New York,10009,East,ACC-FRA-1000-398,Accessories,Fragrance,Colorfully Luxe,2323.75,22,108
3072,US-SB-2015-462947,3/20/2015,3/23/2015,Standard Class,JO-15550,Jesus Ocampo,Small Business,United States,Seattle,Washington,98105,West,ACC-WAT-1000-136,Small Leather,Wallets,Wristlet Perry Coral Pink,1528.75,13,120
3073,US-SB-2015-641762,3/20/2015,3/21/2015,First Class,FH-14365,Fred Hopkins,Small Business,United States,Seattle,Washington,98115,West,BAG-CRO-1000-297,Handbags,Cross Body Bag,Nylon Color Block Crossbody,4904.74,13,385
3074,US-SB-2015-344788,3/20/2015,3/21/2015,First Class,FH-14365,Fred Hopkins,Small Business,United States,Seattle,Washington,98115,West,SL-PCH-1000-283,Small Leather,Pouches,Stripe Large Pouch,2942.84,30,99
3075,US-CN-2015-252700,3/20/2015,3/21/2015,First Class,FH-14365,Fred Hopkins,Consumer,United States,Seattle,Washington,98115,West,ACC-BELT-1000-156,Accessories,Belts,Bow Loop Belt Black,416.16,8,49
3076,US-CN-2015-455719,3/20/2015,3/23/2015,Standard Class,BK-11260,Berenike Kampe,Consumer,United States,San Bernardino,California,92404,West,BAG-CRO-1000-381,Handbags,Cross Body Bag,Nylon Printed Crossbody,3269.83,8,385
